date,equity
2022-08-01,216631.94342178563
2022-08-02,212922.57239526973
2022-08-03,215399.48689891104
2022-08-04,215445.72032002866
2022-08-05,218159.5292135055
2022-08-08,216744.79363471293
2022-08-09,217245.93611822257
2022-08-10,216742.0250413786
2022-08-11,217510.32147308346
2022-08-12,217030.83775869638
2022-08-15,216141.02558359702
2022-08-16,221569.1033115251
2022-08-17,223440.14134429186
2022-08-18,221247.2880987335
2022-08-19,218910.40473298475
2022-08-22,218560.73456385854
2022-08-23,213478.57171311975
2022-08-24,216531.93713560904
2022-08-25,214373.97946447297
2022-08-26,216651.53894638282
2022-08-29,214342.2552283961
2022-08-30,214761.75274618666
2022-08-31,213202.74814041622
2022-09-01,215508.35968160012
2022-09-02,214455.14242196962
2022-09-05,214641.2982544745
2022-09-06,215734.2491054104
2022-09-07,218845.68867675585
2022-09-08,222737.7066221607
2022-09-09,219442.44844903532
2022-09-12,222746.4350254008
2022-09-13,224050.57963080597
2022-09-14,225429.07719038756
2022-09-15,219562.16155926653
2022-09-16,221931.90653926192
2022-09-19,224241.71644633746
2022-09-20,225894.30218575947
2022-09-21,226648.44760189173
2022-09-22,222912.14224928574
2022-09-23,222819.97001974742
2022-09-26,233200.23795937552
2022-09-27,235928.13018290992
2022-09-28,234881.80872028938
2022-09-29,236080.92486829558
2022-09-30,234365.82235858013
2022-10-03,232923.99150739436
2022-10-04,232367.21971063764
2022-10-05,229164.8391029818
2022-10-06,227720.42107750897
2022-10-07,231024.84102827735
2022-10-10,232428.5268656909
2022-10-11,234619.19882501586
2022-10-12,238606.6894179486
2022-10-13,239969.1677701644
2022-10-14,242042.14891567873
2022-10-17,243491.51018443634
2022-10-18,242898.22745095496
2022-10-19,238243.9406771804
2022-10-20,235756.7249457952
2022-10-21,234018.5831300564
2022-10-24,235549.5545433854
2022-10-25,235362.32902166955
2022-10-26,237114.49067471398
2022-10-27,237236.25501266334
2022-10-28,235693.75505149295
2022-10-31,230712.63481890946
2022-11-01,228447.28944783963
2022-11-02,236670.31300841353
2022-11-03,241138.37667948008
2022-11-04,240796.85773042616
2022-11-07,242538.15714875192
2022-11-08,245020.00797711618
2022-11-09,240281.50766728792
2022-11-10,237248.57833698727
2022-11-11,236274.96822902595
2022-11-14,235055.2107999511
2022-11-15,234831.80243250236
2022-11-16,236303.52572080225
2022-11-17,235865.36644389352
2022-11-18,238305.66421178923
2022-11-21,242487.1835214035
2022-11-22,241251.08786232542
2022-11-23,240202.23352255815
2022-11-24,241746.66026315602
2022-11-25,240406.84566850276
2022-11-28,239773.94026217575
2022-11-29,240504.36769749393
2022-11-30,242189.47316807276
2022-12-01,243084.43413610896
2022-12-02,241733.87320107126
2022-12-05,240916.0017706725
2022-12-06,239384.8540018729
2022-12-07,241454.96394432473
2022-12-08,238775.323221658
2022-12-09,238794.9602015112
2022-12-12,238793.31522367924
2022-12-13,240174.22316764042
2022-12-14,240333.04127035534
2022-12-15,246591.72001263307
2022-12-16,244308.92860580803
2022-12-19,243673.7776813902
2022-12-20,243637.91602235704
2022-12-21,239518.49987347415
2022-12-22,241055.8204898574
2022-12-23,240698.4107355302
2022-12-26,243605.6878678208
2022-12-27,250430.32767874762
2022-12-28,250906.53796324212
2022-12-29,250112.65609745836
2022-12-30,252486.59265985803
2023-01-02,252282.57124304352
2023-01-03,253791.62713767652
2023-01-04,252065.75122339156
2023-01-05,255007.71014959153
2023-01-06,258378.97830987474
2023-01-09,261006.1588236258
2023-01-10,265135.8341986757
2023-01-11,254535.85594804044
2023-01-12,251406.74730847662
2023-01-13,251827.02338640115
2023-01-16,251842.98192093827
2023-01-17,252776.47864091638
2023-01-18,248692.68146813664
2023-01-19,249879.61023952346
2023-01-20,247285.44102341452
2023-01-23,247069.27321647885
2023-01-24,247513.70745293557
2023-01-25,249504.15735750739
2023-01-26,248416.54407474946
2023-01-27,247643.14227673042
2023-01-30,244992.3866351398
2023-01-31,242359.96209988237
2023-02-01,240492.42508437048
2023-02-02,250426.49371870485
2023-02-03,251867.2826785497
2023-02-06,248199.2529926715
2023-02-07,250448.63528776244
2023-02-08,253625.4133983436
2023-02-09,251178.41488601326
2023-02-10,248431.8314343747
2023-02-13,248979.77151983848
2023-02-14,253219.1157692026
2023-02-15,255780.62148771615
2023-02-16,253838.33982657347
2023-02-17,254650.9277618771
2023-02-20,251439.12760451372
2023-02-21,250992.5073047757
2023-02-22,251667.63938173951
2023-02-23,255448.3440645476
2023-02-24,257958.60190999892
2023-02-27,257169.37623894616
2023-02-28,258429.87779278753
2023-03-01,257123.4317702083
2023-03-02,253824.6088024422
2023-03-03,253773.75279509588
2023-03-06,255357.9247257614
2023-03-07,253494.650257707
2023-03-08,253062.47765287897
2023-03-09,256700.83704195856
2023-03-10,257247.64261198373
2023-03-13,256367.10642207877
2023-03-14,255876.904831486
2023-03-15,254677.6402879261
2023-03-16,252553.70552516566
2023-03-17,251219.8069661078
2023-03-20,252994.41364077674
2023-03-21,247437.79293388975
2023-03-22,246288.66901155649
2023-03-23,245114.56152674925
2023-03-24,247536.22800353728
2023-03-27,251410.92405497842
2023-03-28,252429.25341070505
2023-03-29,251368.34448852405
2023-03-30,260535.2170646222
2023-03-31,260412.46638793813
2023-04-03,264607.7704641166
2023-04-04,266101.07570050214
2023-04-05,262525.8805071589
2023-04-06,265979.239535653
2023-04-07,264790.92457064806
2023-04-10,260801.20289157325
2023-04-11,263083.91711867973
2023-04-12,264581.427356267
2023-04-13,258257.5939592918
2023-04-14,255825.1265989323
2023-04-17,251885.77332265236
2023-04-18,250749.6570806532
2023-04-19,249524.3971533843
2023-04-20,243858.56480231788
2023-04-21,243168.88234318973
2023-04-24,243822.01404370912
2023-04-25,246508.0248188853
2023-04-26,247419.051800575
2023-04-27,245860.59606552805
2023-04-28,244524.4093668376
2023-05-01,242882.60036048098
2023-05-02,247046.57368723818
2023-05-03,240161.80623063864
2023-05-04,239614.30316767807
2023-05-05,237464.11725929714
2023-05-08,237628.0993908714
2023-05-09,236893.6629353422
2023-05-10,239153.4112577623
2023-05-11,235730.33247670849
2023-05-12,235210.77701221994
2023-05-15,233324.84853937713
2023-05-16,232089.6724326289
2023-05-17,229313.045928738
2023-05-18,229138.64292764882
2023-05-19,228175.50895115035
2023-05-22,230232.75153744515
2023-05-23,230663.44910683876
2023-05-24,227508.5727811229
2023-05-25,227436.68438422593
2023-05-26,225116.4532620056
2023-05-29,225021.05562385867
2023-05-30,222796.98116492265
2023-05-31,217346.63054740016
2023-06-01,217135.5552848801
2023-06-02,221316.4900480542
2023-06-05,221164.27331823081
2023-06-06,221489.51207561605
2023-06-07,224232.8758957342
2023-06-08,223135.10069957608
2023-06-09,221314.81100941545
2023-06-12,220594.52954800974
2023-06-13,220225.11322263748
2023-06-14,220623.65883664886
2023-06-15,220691.24419908106
2023-06-16,221943.04138840496
2023-06-19,220222.21433963068
2023-06-20,221813.78774130152
2023-06-21,222830.6498417036
2023-06-22,227030.41464614845
2023-06-23,227287.4348967139
2023-06-26,225873.20653195019
2023-06-27,222815.46474413073
2023-06-28,221665.97535770616
2023-06-29,224628.11183481937
2023-06-30,227033.69454955266
2023-07-03,228672.53769076496
2023-07-04,229052.43608634552
2023-07-05,230897.4826547074
2023-07-06,229912.0763133648
2023-07-07,228413.81201623942
2023-07-10,230045.2873394549
2023-07-11,232310.94662913706
2023-07-12,235275.9361665627
2023-07-13,237974.77834840107
2023-07-14,238466.8937129495
2023-07-17,235627.23585728192
2023-07-18,235397.05633850646
2023-07-19,234144.55031029222
2023-07-20,234262.8647565407
2023-07-21,231924.03070596303
2023-07-24,231121.8077484448
2023-07-25,232452.8397666882
2023-07-26,221660.7621498671
2023-07-27,220772.99477087893
2023-07-28,222528.52151212207
2023-07-31,222927.10025626246
2023-08-01,220767.4213431391
2023-08-02,220732.6332509111
2023-08-03,214453.7827425854
2023-08-04,216402.0254297005
2023-08-07,218080.69724962267
2023-08-08,218455.23421479797
2023-08-09,222309.4627806888
2023-08-10,221890.69312413165
2023-08-11,225339.6073158689
2023-08-14,226511.2976927803
2023-08-15,230711.4728543529
2023-08-16,233510.96273021767
2023-08-17,238323.8518692619
2023-08-18,237017.41494967366
2023-08-21,234029.7187364497
2023-08-22,232144.767546629
2023-08-23,231052.33674355334
2023-08-24,230083.59884617743
2023-08-25,252487.9326183279
2023-08-28,253506.70583928045
2023-08-29,254236.69089897408
2023-08-30,255900.34544738763
2023-08-31,253893.1023909098
2023-09-01,254421.88988577135
2023-09-04,252353.5216031405
2023-09-05,253850.32523685775
2023-09-06,256959.41080144208
2023-09-07,256269.8254504861
2023-09-08,259844.60234727943
2023-09-11,258984.37649754586
2023-09-12,260430.33368710455
2023-09-13,263434.3171648553
2023-09-14,261525.33958716516
2023-09-15,263444.9806544107
2023-09-18,265458.0379107666
2023-09-19,267084.9546245309
2023-09-20,275266.3111056467
2023-09-21,270758.0626119178
2023-09-22,268026.0608473674
2023-09-25,265068.7218906615
2023-09-26,265321.269382916
2023-09-27,267068.40636843635
2023-09-28,270252.97900235705
2023-09-29,273752.6719688234
2023-10-02,273551.7907389257
2023-10-03,276931.6832844017
2023-10-04,273077.43216102594
2023-10-05,263747.1211249763
2023-10-06,262577.3966715663
2023-10-09,261452.3235537507
2023-10-10,258916.95578084298
2023-10-11,266446.3827705529
2023-10-12,263372.0629120009
2023-10-13,265830.7842776709
2023-10-16,263692.64324821846
2023-10-17,267822.1529362578
2023-10-18,265896.3790960473
2023-10-19,263765.43351578934
2023-10-20,265800.8495943168
2023-10-23,256744.0021815129
2023-10-24,256378.4318663304
2023-10-25,249758.34022504464
2023-10-26,245507.32503758126
2023-10-27,245336.35468357537
2023-10-30,243508.00864807575
